booking_id,booking_date,checkin_date,channel_id,Channel Name,rate_code,gross_revenue,Commission Rate,commission_amount,net_revenue,booking_status
41,4/12/2025,8/12/2025,3,#REF!,PROMO10,0.00,#REF!,20.70,0.00,cancelled
42,7/11/2025,11/11/2025,2,#REF!,FLASH,0.00,#REF!,30.33,0.00,cancelled
43,14/12/2025,19/12/2025,2,#REF!,RACK,0.00,#REF!,9.27,70.49,cancelled
44,22/10/2025,23/10/2025,1,#REF!,PROMO10,0.00,#REF!,0.00,101.59,cancelled
45,7/11/2025,12/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
46,14/10/2025,18/10/2025,1,#REF!,PROMO20,"7,111.00",#REF!,0.00,"2,744.77",confirmed
47,10/10/2025,12/10/2025,4,#REF!,FLASH,0.00,#REF!,32.04,0.00,cancelled
48,29/12/2025,3/1/2026,1,#REF!,RACK,"5,956.60",#REF!,30.25,"6,486.35",confirmed
49,26/12/2025,28/12/2025,2,#REF!,PROMO10,"5,353.00",#REF!,"3,855.17","2,122.16",confirmed
50,3/11/2025,6/11/2025,1,#REF!,CORP,0.00,#REF!,7.93,11.55,cancelled
51,9/10/2025,11/10/2025,4,#REF!,PROMO10,"4,028.00",#REF!,906.65,"3,158.78",confirmed
52,16/11/2025,19/11/2025,1,#REF!,PROMO20,0.00,#REF!,25.21,0.00,cancelled
53,27/10/2025,31/10/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
54,8/12/2025,13/12/2025,3,#REF!,CORP,"5,675.00",#REF!,57.21,"2,921.46",confirmed
55,19/11/2025,24/11/2025,1,#REF!,PROMO20,0.00,#REF!,46.72,69.64,cancelled
56,16/10/2025,20/10/2025,4,#REF!,PROMO20,"4,407.30",#REF!,"1,056.53",783.74,confirmed
57,20/11/2025,24/11/2025,1,#REF!,PROMO20,"2,692.20",#REF!,22.10,"5,362.98",confirmed
58,18/12/2025,19/12/2025,2,#REF!,CORP,"4,702.00",#REF!,3.60,"3,864.85",confirmed
59,8/11/2025,10/11/2025,4,#REF!,FLASH,"4,644.00",#REF!,345.58,"1,873.01",confirmed
60,2/12/2025,6/12/2025,1,#REF!,CORP,0.00,#REF!,7.41,0.00,cancelled
61,10/11/2025,11/11/2025,4,#REF!,CORP,0.00,#REF!,16.43,62.60,cancelled
62,9/10/2025,12/10/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
63,29/10/2025,30/10/2025,4,#REF!,PROMO10,"7,412.60",#REF!,785.57,"2,206.36",confirmed
64,4/12/2025,8/12/2025,4,#REF!,RACK,"5,375.50",#REF!,250.60,"2,564.41",confirmed
65,29/12/2025,2/1/2026,1,#REF!,RACK,0.00,#REF!,0.00,35.86,cancelled
66,24/12/2025,28/12/2025,4,#REF!,PROMO20,0.00,#REF!,13.31,0.00,cancelled
67,22/11/2025,27/11/2025,2,#REF!,RACK,0.00,#REF!,32.01,94.35,cancelled
68,29/11/2025,2/12/2025,4,#REF!,CORP,0.00,#REF!,0.00,150.56,cancelled
69,24/10/2025,26/10/2025,1,#REF!,PROMO10,0.00,#REF!,50.05,101.29,cancelled
70,30/10/2025,3/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
71,27/11/2025,29/11/2025,4,#REF!,PROMO20,"4,570.20",#REF!,740.02,"4,040.08",confirmed
72,9/10/2025,13/10/2025,1,#REF!,PROMO10,"3,762.00",#REF!,27.27,"3,080.44",confirmed
73,25/11/2025,26/11/2025,1,#REF!,PROMO20,"5,464.00",#REF!,0.00,"2,763.50",confirmed
74,20/12/2025,23/12/2025,2,#REF!,RACK,"3,716.00",#REF!,678.46,"2,919.79",confirmed
75,14/10/2025,18/10/2025,4,#REF!,PROMO10,0.00,#REF!,26.42,0.00,cancelled
76,17/11/2025,19/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,168.39,cancelled
77,22/11/2025,27/11/2025,2,#REF!,PROMO20,0.00,#REF!,7.75,0.00,cancelled
78,16/12/2025,19/12/2025,1,#REF!,PROMO20,"5,084.10",#REF!,3.53,"2,710.26",confirmed
79,17/12/2025,18/12/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
80,2/12/2025,5/12/2025,1,#REF!,PROMO20,"2,464.70",#REF!,25.94,"1,661.87",confirmed
81,14/11/2025,16/11/2025,1,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
82,8/12/2025,10/12/2025,1,#REF!,CORP,0.00,#REF!,82.48,202.22,cancelled
83,23/10/2025,24/10/2025,3,#REF!,FLASH,0.00,#REF!,0.00,99.04,cancelled
84,25/12/2025,26/12/2025,4,#REF!,PROMO20,"3,759.00",#REF!,"2,942.67","5,673.12",confirmed
85,4/10/2025,6/10/2025,1,#REF!,RACK,"5,862.00",#REF!,81.43,"4,798.88",confirmed
86,10/11/2025,12/11/2025,1,#REF!,RACK,0.00,#REF!,25.70,69.94,cancelled
87,20/12/2025,23/12/2025,2,#REF!,PROMO10,"4,602.00",#REF!,947.35,"1,925.45",confirmed
88,28/10/2025,2/11/2025,1,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
89,26/12/2025,29/12/2025,1,#REF!,RACK,"5,281.90",#REF!,0.00,756.44,confirmed
90,8/12/2025,9/12/2025,3,#REF!,RACK,"5,605.00",#REF!,"1,148.26","3,433.60",confirmed
91,17/12/2025,19/12/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
92,13/11/2025,15/11/2025,2,#REF!,PROMO10,0.00,#REF!,71.69,0.00,cancelled
93,21/11/2025,25/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
94,25/10/2025,27/10/2025,4,#REF!,CORP,"4,537.00",#REF!,28.04,"3,626.80",confirmed
95,16/11/2025,18/11/2025,2,#REF!,RACK,"4,377.60",#REF!,968.17,"2,151.61",confirmed
96,6/10/2025,9/10/2025,1,#REF!,PROMO20,"3,443.30",#REF!,0.00,"5,152.77",confirmed
97,22/12/2025,24/12/2025,2,#REF!,RACK,"2,727.90",#REF!,0.00,672.84,confirmed
98,28/11/2025,1/12/2025,4,#REF!,RACK,"3,507.00",#REF!,647.18,"3,928.68",confirmed
99,10/12/2025,14/12/2025,1,#REF!,CORP,"5,194.80",#REF!,0.00,"1,923.21",confirmed
100,18/11/2025,23/11/2025,2,#REF!,PROMO10,"5,525.00",#REF!,801.36,607.17,confirmed
101,29/10/2025,3/11/2025,1,#REF!,FLASH,"4,570.00",#REF!,0.00,"6,368.56",confirmed
102,23/12/2025,26/12/2025,2,#REF!,CORP,"3,904.20",#REF!,0.00,724.46,confirmed
103,17/11/2025,22/11/2025,4,#REF!,FLASH,"4,630.00",#REF!,"1,054.09","1,880.47",confirmed
104,27/11/2025,30/11/2025,2,#REF!,RACK,"5,319.90",#REF!,"2,599.49","6,723.32",confirmed
105,15/12/2025,16/12/2025,4,#REF!,RACK,"3,696.70",#REF!,"1,210.67","4,195.88",confirmed
106,14/12/2025,19/12/2025,3,#REF!,FLASH,0.00,#REF!,0.00,0.00,cancelled
107,18/11/2025,23/11/2025,4,#REF!,PROMO20,"7,788.30",#REF!,405.97,"3,877.06",confirmed
108,12/10/2025,16/10/2025,3,#REF!,CORP,"2,965.90",#REF!,10.45,766.07,confirmed
109,16/12/2025,18/12/2025,3,#REF!,CORP,"2,517.20",#REF!,1.58,"3,461.64",confirmed
110,17/11/2025,19/11/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,28.44,cancelled
111,24/11/2025,29/11/2025,4,#REF!,PROMO10,"3,816.40",#REF!,"1,299.62","6,079.75",confirmed
112,2/10/2025,5/10/2025,1,#REF!,PROMO20,0.00,#REF!,29.83,0.00,cancelled
113,10/11/2025,14/11/2025,4,#REF!,PROMO20,"4,158.70",#REF!,455.46,"4,576.82",confirmed
114,31/10/2025,1/11/2025,1,#REF!,CORP,"4,272.00",#REF!,3.97,839.33,confirmed
115,2/10/2025,6/10/2025,3,#REF!,FLASH,0.00,#REF!,8.66,0.00,cancelled
116,1/11/2025,6/11/2025,4,#REF!,FLASH,"5,713.00",#REF!,"1,310.49","4,276.75",confirmed
117,18/12/2025,23/12/2025,2,#REF!,PROMO10,0.00,#REF!,28.88,101.57,cancelled
118,9/10/2025,11/10/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
119,10/10/2025,11/10/2025,2,#REF!,PROMO10,0.00,#REF!,0.00,53.77,cancelled
120,9/11/2025,14/11/2025,2,#REF!,RACK,"4,241.70",#REF!,837.04,"3,172.26",confirmed
121,14/12/2025,18/12/2025,4,#REF!,CORP,"3,316.60",#REF!,52.89,"3,708.94",confirmed
122,13/12/2025,16/12/2025,4,#REF!,RACK,"4,022.10",#REF!,"2,425.99","2,919.08",confirmed
123,22/12/2025,24/12/2025,1,#REF!,FLASH,0.00,#REF!,65.50,58.72,cancelled
124,24/11/2025,25/11/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
125,4/11/2025,7/11/2025,2,#REF!,CORP,"5,747.00",#REF!,19.64,"2,920.18",confirmed
126,20/12/2025,21/12/2025,3,#REF!,CORP,0.00,#REF!,13.49,0.00,cancelled
127,25/11/2025,30/11/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
128,6/11/2025,10/11/2025,4,#REF!,PROMO10,"6,024.20",#REF!,615.46,"2,847.38",confirmed
129,7/10/2025,10/10/2025,1,#REF!,FLASH,"7,397.00",#REF!,0.00,"4,418.03",confirmed
130,19/12/2025,20/12/2025,2,#REF!,PROMO20,0.00,#REF!,1.65,175.28,cancelled
131,10/10/2025,15/10/2025,3,#REF!,FLASH,0.00,#REF!,71.68,0.00,cancelled
132,22/10/2025,25/10/2025,3,#REF!,CORP,0.00,#REF!,0.00,132.11,cancelled
133,31/10/2025,4/11/2025,4,#REF!,FLASH,"3,594.00",#REF!,806.00,"2,431.17",confirmed
134,4/10/2025,9/10/2025,2,#REF!,RACK,"4,126.50",#REF!,"2,103.13","3,729.33",confirmed
135,28/12/2025,31/12/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,1.09,cancelled
136,20/10/2025,25/10/2025,2,#REF!,CORP,"5,125.50",#REF!,0.00,"5,735.79",confirmed
137,4/10/2025,5/10/2025,3,#REF!,PROMO20,"3,923.00",#REF!,461.64,"1,716.17",confirmed
138,13/11/2025,14/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,114.28,cancelled
139,16/10/2025,19/10/2025,3,#REF!,RACK,"4,557.60",#REF!,"1,086.99","3,433.52",confirmed
140,8/10/2025,13/10/2025,1,#REF!,PROMO20,"4,444.20",#REF!,50.75,"4,910.13",confirmed
141,5/10/2025,8/10/2025,1,#REF!,RACK,0.00,#REF!,0.00,7.35,cancelled
142,11/10/2025,12/10/2025,1,#REF!,PROMO10,"3,704.40",#REF!,44.72,"5,187.20",confirmed
143,10/10/2025,11/10/2025,4,#REF!,PROMO20,"5,602.00",#REF!,"1,244.26",683.34,confirmed
144,29/10/2025,30/10/2025,1,#REF!,RACK,"7,737.60",#REF!,66.72,"3,190.03",confirmed
145,13/11/2025,16/11/2025,1,#REF!,CORP,"5,499.00",#REF!,0.00,989.37,confirmed
146,3/12/2025,7/12/2025,4,#REF!,PROMO20,"4,818.60",#REF!,"1,238.17","3,406.17",confirmed
147,21/12/2025,23/12/2025,4,#REF!,PROMO20,"4,657.00",#REF!,"1,002.55","2,856.44",confirmed
148,5/10/2025,9/10/2025,2,#REF!,PROMO10,"4,158.70",#REF!,"2,632.06","4,719.65",confirmed
149,27/12/2025,29/12/2025,1,#REF!,RACK,0.00,#REF!,1.94,0.00,cancelled
150,16/10/2025,21/10/2025,2,#REF!,RACK,"3,663.10",#REF!,987.18,"3,453.87",confirmed
151,19/11/2025,23/11/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,1.57,cancelled
152,13/12/2025,14/12/2025,1,#REF!,RACK,0.00,#REF!,20.65,99.84,cancelled
153,5/10/2025,6/10/2025,3,#REF!,RACK,"3,875.90",#REF!,608.32,"2,348.73",confirmed
154,1/10/2025,4/10/2025,4,#REF!,RACK,0.00,#REF!,0.00,0.09,cancelled
155,18/12/2025,20/12/2025,4,#REF!,CORP,"4,444.20",#REF!,0.00,"2,614.89",confirmed
156,14/11/2025,16/11/2025,1,#REF!,PROMO20,"5,258.50",#REF!,47.17,"3,225.16",confirmed
157,9/11/2025,14/11/2025,2,#REF!,RACK,"4,615.00",#REF!,680.48,"2,323.77",confirmed
158,27/10/2025,1/11/2025,2,#REF!,FLASH,"4,997.70",#REF!,376.03,"4,563.06",confirmed
159,26/12/2025,28/12/2025,4,#REF!,FLASH,0.00,#REF!,11.46,107.59,cancelled
160,23/10/2025,24/10/2025,3,#REF!,PROMO20,"5,067.90",#REF!,"1,119.07","3,488.00",confirmed
161,28/10/2025,31/10/2025,2,#REF!,CORP,"3,877.00",#REF!,0.00,"3,022.12",confirmed
162,20/12/2025,25/12/2025,1,#REF!,RACK,"3,498.30",#REF!,0.00,"3,856.84",confirmed
163,22/11/2025,25/11/2025,2,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
164,25/10/2025,29/10/2025,2,#REF!,CORP,"5,231.00",#REF!,56.13,"5,094.71",confirmed
165,10/10/2025,14/10/2025,2,#REF!,PROMO20,0.00,#REF!,20.32,0.00,cancelled
166,23/11/2025,24/11/2025,4,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
167,9/10/2025,10/10/2025,4,#REF!,PROMO20,"4,352.40",#REF!,"1,051.46","1,813.94",confirmed
168,24/10/2025,27/10/2025,2,#REF!,RACK,"4,752.90",#REF!,510.39,"4,443.76",confirmed
169,6/12/2025,8/12/2025,2,#REF!,FLASH,0.00,#REF!,18.16,32.02,cancelled
170,18/11/2025,23/11/2025,4,#REF!,FLASH,"7,376.20",#REF!,762.60,"3,490.78",confirmed
171,25/10/2025,28/10/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
172,5/11/2025,7/11/2025,2,#REF!,CORP,0.00,#REF!,0.00,160.98,cancelled
173,25/11/2025,28/11/2025,2,#REF!,FLASH,"3,897.00",#REF!,730.35,"4,409.82",confirmed
174,5/12/2025,9/12/2025,1,#REF!,FLASH,0.00,#REF!,3.71,147.78,cancelled
175,21/11/2025,25/11/2025,2,#REF!,PROMO20,0.00,#REF!,16.31,0.00,cancelled
176,27/12/2025,1/1/2026,1,#REF!,RACK,"6,321.90",#REF!,0.00,"4,905.47",confirmed
177,25/11/2025,26/11/2025,4,#REF!,PROMO20,"3,464.10",#REF!,541.23,"2,394.25",confirmed
178,11/10/2025,12/10/2025,1,#REF!,PROMO20,"6,669.00",#REF!,65.12,"2,593.65",confirmed
179,12/10/2025,14/10/2025,3,#REF!,FLASH,"4,370.40",#REF!,"2,396.06","3,127.85",confirmed
180,7/10/2025,10/10/2025,2,#REF!,CORP,"5,653.00",#REF!,60.51,"5,772.29",confirmed
181,2/11/2025,4/11/2025,4,#REF!,CORP,"4,269.60",#REF!,21.75,"6,625.34",confirmed
182,24/11/2025,27/11/2025,1,#REF!,RACK,0.00,#REF!,105.20,0.00,cancelled
183,27/11/2025,29/11/2025,2,#REF!,CORP,"4,786.00",#REF!,0.00,"6,765.13",confirmed
184,26/12/2025,28/12/2025,4,#REF!,FLASH,0.00,#REF!,22.22,43.27,cancelled
185,4/11/2025,6/11/2025,1,#REF!,RACK,0.00,#REF!,87.56,0.00,cancelled
186,24/11/2025,26/11/2025,4,#REF!,PROMO20,"4,579.90",#REF!,767.12,"3,842.49",confirmed
187,12/12/2025,13/12/2025,3,#REF!,RACK,0.00,#REF!,5.37,51.82,cancelled
188,20/12/2025,21/12/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,27.53,cancelled
189,15/12/2025,20/12/2025,1,#REF!,CORP,0.00,#REF!,0.73,132.31,cancelled
190,15/12/2025,18/12/2025,1,#REF!,RACK,"6,485.70",#REF!,0.00,"3,783.55",confirmed
191,25/10/2025,27/10/2025,2,#REF!,PROMO10,"4,764.60",#REF!,334.99,"4,443.88",confirmed
192,22/10/2025,25/10/2025,3,#REF!,PROMO20,"5,440.50",#REF!,499.97,"1,648.65",confirmed
193,16/11/2025,19/11/2025,4,#REF!,PROMO20,0.00,#REF!,0.00,35.06,cancelled
194,31/10/2025,3/11/2025,4,#REF!,CORP,"4,416.00",#REF!,0.00,"6,259.51",confirmed
195,15/10/2025,19/10/2025,2,#REF!,PROMO20,"3,579.80",#REF!,"1,002.45","3,529.27",confirmed
196,13/10/2025,15/10/2025,1,#REF!,CORP,0.00,#REF!,4.84,136.93,cancelled
197,8/12/2025,13/12/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,103.83,cancelled
198,18/11/2025,19/11/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
199,5/12/2025,8/12/2025,4,#REF!,RACK,0.00,#REF!,36.77,0.00,cancelled
200,23/11/2025,24/11/2025,4,#REF!,CORP,"4,583.70",#REF!,0.00,"5,061.95",confirmed
201,4/12/2025,9/12/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,84.04,cancelled
202,19/12/2025,23/12/2025,1,#REF!,CORP,0.00,#REF!,0.00,16.84,cancelled
203,23/11/2025,27/11/2025,2,#REF!,PROMO20,"4,307.40",#REF!,580.33,"3,895.52",confirmed
204,5/11/2025,10/11/2025,1,#REF!,PROMO10,"2,548.70",#REF!,35.05,"3,503.06",confirmed
205,8/11/2025,10/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
206,18/10/2025,20/10/2025,3,#REF!,PROMO20,0.00,#REF!,55.46,0.00,cancelled
207,29/12/2025,30/12/2025,1,#REF!,RACK,0.00,#REF!,0.00,118.07,cancelled
208,30/11/2025,5/12/2025,2,#REF!,FLASH,0.00,#REF!,69.12,4.47,cancelled
209,20/10/2025,22/10/2025,2,#REF!,CORP,"3,799.80",#REF!,0.00,"4,136.10",confirmed
210,12/10/2025,14/10/2025,1,#REF!,PROMO10,"5,282.00",#REF!,0.00,"4,337.96",confirmed
211,24/12/2025,27/12/2025,1,#REF!,CORP,0.00,#REF!,32.39,132.52,cancelled
212,21/11/2025,23/11/2025,3,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
213,28/10/2025,30/10/2025,1,#REF!,CORP,"3,843.00",#REF!,0.00,917.23,confirmed
214,26/10/2025,28/10/2025,4,#REF!,PROMO10,0.00,#REF!,20.06,0.00,cancelled
215,8/10/2025,13/10/2025,1,#REF!,PROMO20,0.00,#REF!,30.93,0.00,cancelled
216,20/12/2025,22/12/2025,2,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
217,9/11/2025,13/11/2025,3,#REF!,RACK,0.00,#REF!,59.16,104.21,cancelled
218,17/11/2025,18/11/2025,1,#REF!,FLASH,0.00,#REF!,24.46,0.00,cancelled
219,25/10/2025,29/10/2025,2,#REF!,FLASH,0.00,#REF!,24.44,60.54,cancelled
220,4/10/2025,7/10/2025,2,#REF!,PROMO10,"2,812.60",#REF!,738.13,"3,274.41",confirmed
1,29/10/2025,3/11/2025,1,#REF!,RACK,"4,102.00",#REF!,29.92,985.96,confirmed
2,12/10/2025,13/10/2025,2,#REF!,FLASH,"4,443.30",#REF!,"2,238.50","1,997.01",confirmed
3,31/10/2025,2/11/2025,4,#REF!,PROMO20,"3,729.00",#REF!,"2,037.04","4,017.99",confirmed
4,28/11/2025,2/12/2025,3,#REF!,PROMO20,0.00,#REF!,44.98,23.20,cancelled
5,12/10/2025,14/10/2025,3,#REF!,RACK,"4,626.90",#REF!,960.28,"4,050.33",confirmed
6,6/10/2025,10/10/2025,1,#REF!,FLASH,"2,874.90",#REF!,0.44,"3,246.25",confirmed
7,9/11/2025,13/11/2025,3,#REF!,PROMO20,0.00,#REF!,15.15,123.39,cancelled
8,21/11/2025,23/11/2025,4,#REF!,CORP,"5,359.00",#REF!,0.00,"4,323.25",confirmed
9,15/12/2025,16/12/2025,1,#REF!,FLASH,"2,730.70",#REF!,0.00,"5,507.93",confirmed
10,22/12/2025,23/12/2025,2,#REF!,PROMO10,0.00,#REF!,0.00,3.64,cancelled
11,1/12/2025,3/12/2025,1,#REF!,PROMO20,0.00,#REF!,6.35,85.13,cancelled
12,1/11/2025,4/11/2025,2,#REF!,FLASH,"7,328.10",#REF!,953.18,955.86,confirmed
13,16/10/2025,20/10/2025,1,#REF!,FLASH,"3,339.00",#REF!,13.86,"3,787.55",confirmed
14,23/12/2025,28/12/2025,1,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
15,15/12/2025,17/12/2025,2,#REF!,PROMO10,"3,998.70",#REF!,781.20,"5,208.78",confirmed
16,26/12/2025,31/12/2025,1,#REF!,FLASH,0.00,#REF!,19.74,50.43,cancelled
17,6/12/2025,11/12/2025,4,#REF!,RACK,"5,671.90",#REF!,"2,388.65","2,772.26",confirmed
18,3/12/2025,8/12/2025,1,#REF!,PROMO20,"3,593.70",#REF!,0.00,"3,990.99",confirmed
19,11/10/2025,12/10/2025,2,#REF!,CORP,0.00,#REF!,56.68,0.00,cancelled
20,14/11/2025,19/11/2025,2,#REF!,CORP,"4,441.00",#REF!,0.00,"4,553.04",confirmed
21,12/11/2025,14/11/2025,3,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
22,7/11/2025,10/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
23,23/10/2025,28/10/2025,4,#REF!,RACK,0.00,#REF!,0.00,28.35,cancelled
24,23/10/2025,26/10/2025,3,#REF!,PROMO10,"6,133.40",#REF!,565.43,611.35,confirmed
25,19/10/2025,20/10/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,37.21,cancelled
26,12/12/2025,17/12/2025,1,#REF!,RACK,0.00,#REF!,13.56,60.52,cancelled
27,23/12/2025,27/12/2025,3,#REF!,RACK,0.00,#REF!,29.47,241.48,cancelled
28,9/11/2025,14/11/2025,4,#REF!,PROMO10,"5,838.30",#REF!,205.93,746.72,confirmed
29,17/12/2025,20/12/2025,1,#REF!,PROMO20,"3,611.00",#REF!,0.00,"3,667.30",confirmed
30,18/11/2025,23/11/2025,4,#REF!,PROMO20,0.00,#REF!,22.27,0.00,cancelled
31,22/11/2025,24/11/2025,2,#REF!,PROMO10,"5,322.20",#REF!,"1,875.59","2,603.55",confirmed
32,2/10/2025,7/10/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,65.87,cancelled
33,5/12/2025,10/12/2025,4,#REF!,PROMO20,"3,280.50",#REF!,511.64,"4,231.96",confirmed
34,10/10/2025,13/10/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,229.62,cancelled
35,20/11/2025,24/11/2025,4,#REF!,CORP,"6,221.80",#REF!,0.00,"2,543.14",confirmed
36,19/10/2025,22/10/2025,2,#REF!,FLASH,"4,398.00",#REF!,766.62,"5,073.93",confirmed
37,9/12/2025,10/12/2025,2,#REF!,CORP,0.00,#REF!,41.73,90.00,cancelled
38,7/11/2025,8/11/2025,3,#REF!,CORP,"5,154.30",#REF!,47.00,"2,758.92",confirmed
39,17/10/2025,18/10/2025,2,#REF!,RACK,0.00,#REF!,0.00,1.87,cancelled
40,20/10/2025,24/10/2025,2,#REF!,CORP,"5,798.00",#REF!,0.00,"5,888.68",confirmed
41,4/12/2025,8/12/2025,3,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
42,7/11/2025,11/11/2025,2,#REF!,FLASH,0.00,#REF!,41.96,0.00,cancelled
43,14/12/2025,19/12/2025,2,#REF!,RACK,0.00,#REF!,10.01,0.00,cancelled
44,22/10/2025,23/10/2025,1,#REF!,PROMO10,0.00,#REF!,0.00,97.85,cancelled
45,7/11/2025,12/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,167.70,cancelled
46,14/10/2025,18/10/2025,1,#REF!,PROMO20,"4,923.00",#REF!,15.94,"5,465.29",confirmed
47,10/10/2025,12/10/2025,4,#REF!,FLASH,0.00,#REF!,51.34,0.00,cancelled
48,29/12/2025,3/1/2026,1,#REF!,RACK,"3,207.40",#REF!,0.00,"4,357.92",confirmed
49,26/12/2025,28/12/2025,2,#REF!,PROMO10,"6,958.90",#REF!,597.97,"3,315.73",confirmed
50,3/11/2025,6/11/2025,1,#REF!,CORP,0.00,#REF!,46.33,0.00,cancelled
51,9/10/2025,11/10/2025,4,#REF!,PROMO10,"4,028.00",#REF!,888.59,815.75,confirmed
52,16/11/2025,19/11/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,57.45,cancelled
53,27/10/2025,31/10/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,22.49,cancelled
54,8/12/2025,13/12/2025,3,#REF!,CORP,"7,377.50",#REF!,0.00,"4,563.19",confirmed
55,19/11/2025,24/11/2025,1,#REF!,PROMO20,0.00,#REF!,0.00,113.79,cancelled
56,16/10/2025,20/10/2025,4,#REF!,PROMO20,"6,366.10",#REF!,"4,287.96","5,427.13",confirmed
57,20/11/2025,24/11/2025,1,#REF!,PROMO20,"3,461.40",#REF!,0.00,"3,956.29",confirmed
58,18/12/2025,19/12/2025,2,#REF!,CORP,"4,702.00",#REF!,2.63,"2,300.28",confirmed
59,8/11/2025,10/11/2025,4,#REF!,FLASH,"6,708.00",#REF!,"1,145.67",863.81,confirmed
60,2/12/2025,6/12/2025,1,#REF!,CORP,0.00,#REF!,98.11,11.19,cancelled
61,10/11/2025,11/11/2025,4,#REF!,CORP,0.00,#REF!,54.06,0.00,cancelled
62,9/10/2025,12/10/2025,1,#REF!,RACK,0.00,#REF!,54.11,0.00,cancelled
63,29/10/2025,30/10/2025,4,#REF!,PROMO10,"3,991.40",#REF!,377.45,"3,506.72",confirmed
64,4/12/2025,8/12/2025,4,#REF!,RACK,"3,721.50",#REF!,901.31,"1,527.22",confirmed
65,29/12/2025,2/1/2026,1,#REF!,RACK,0.00,#REF!,32.96,60.72,cancelled
66,24/12/2025,28/12/2025,4,#REF!,PROMO20,0.00,#REF!,0.00,134.56,cancelled
67,22/11/2025,27/11/2025,2,#REF!,RACK,0.00,#REF!,0.00,0.00,cancelled
68,29/11/2025,2/12/2025,4,#REF!,CORP,0.00,#REF!,0.00,36.45,cancelled
69,24/10/2025,26/10/2025,1,#REF!,PROMO10,0.00,#REF!,82.44,0.00,cancelled
70,30/10/2025,3/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
71,27/11/2025,29/11/2025,4,#REF!,PROMO20,"3,554.60",#REF!,"1,104.63","1,975.98",confirmed
72,9/10/2025,13/10/2025,1,#REF!,PROMO10,"3,385.80",#REF!,0.00,"3,808.44",confirmed
73,25/11/2025,26/11/2025,1,#REF!,PROMO20,"4,917.60",#REF!,0.00,"7,652.78",confirmed
74,20/12/2025,23/12/2025,2,#REF!,RACK,"2,601.20",#REF!,407.69,"2,412.23",confirmed
75,14/10/2025,18/10/2025,4,#REF!,PROMO10,0.00,#REF!,0.00,156.90,cancelled
76,17/11/2025,19/11/2025,3,#REF!,PROMO20,0.00,#REF!,0.00,0.00,cancelled
77,22/11/2025,27/11/2025,2,#REF!,PROMO20,0.00,#REF!,0.00,144.44,cancelled
78,16/12/2025,19/12/2025,1,#REF!,PROMO20,"3,954.30",#REF!,0.00,"4,309.49",confirmed
79,17/12/2025,18/12/2025,1,#REF!,CORP,0.00,#REF!,0.00,68.98,cancelled
80,2/12/2025,5/12/2025,1,#REF!,PROMO20,"4,577.30",#REF!,0.00,616.76,confirmed
81,14/11/2025,16/11/2025,1,#REF!,PROMO10,0.00,#REF!,0.00,0.00,cancelled
82,8/12/2025,10/12/2025,1,#REF!,CORP,0.00,#REF!,0.00,0.00,cancelled
